timestamp,user_id,variant,movie_id,rating,metadata
2026-01-15T00:14:15.028752,lamthanhz,control,13,,"{'metadata': 'dwell_time_ms=1228,action=rate'}"
2026-01-15T00:19:49.175740,tungjohn,control,68,,"{'metadata': 'dwell_time_ms=1565,action=rate'}"
2026-01-15T00:19:51.261516,tungjohn,control,21,,"{'metadata': 'dwell_time_ms=861,action=rate'}"
2026-01-15T00:19:52.731226,tungjohn,control,63,,"{'metadata': 'dwell_time_ms=544,action=rate'}"
2026-01-15T00:19:54.426598,tungjohn,control,61,,"{'metadata': 'dwell_time_ms=552,action=rate'}"
2026-01-15T00:19:56.083814,tungjohn,control,49,,"{'metadata': 'dwell_time_ms=672,action=rate'}"
2026-01-15T00:19:58.094916,tungjohn,control,76,,"{'metadata': 'dwell_time_ms=921,action=rate'}"
2026-01-15T00:20:00.298489,tungjohn,control,10,,"{'metadata': 'dwell_time_ms=745,action=rate'}"
2026-01-15T00:20:18.720685,tungjohn,control,15,,"{'metadata': 'dwell_time_ms=1342,action=close'}"
2026-01-15T00:56:32.565334,lam12,control,49,,"{'metadata': 'dwell_time_ms=954,action=rate'}"
2026-01-15T00:56:34.759540,lam12,control,58,,"{'metadata': 'dwell_time_ms=1056,action=rate'}"
2026-01-15T00:56:37.020432,lam12,control,55,,"{'metadata': 'dwell_time_ms=1245,action=background_click'}"
2026-01-15T00:56:38.482205,lam12,control,40,,"{'metadata': 'dwell_time_ms=1043,action=background_click'}"
2026-01-15T00:56:39.693720,lam12,control,57,,"{'metadata': 'dwell_time_ms=725,action=rate'}"
2026-01-15T00:56:41.534315,lam12,control,67,,"{'metadata': 'dwell_time_ms=900,action=background_click'}"
2026-01-15T00:56:42.658512,lam12,control,8,,"{'metadata': 'dwell_time_ms=750,action=background_click'}"
2026-01-15T00:56:44.608575,lam12,control,54,,"{'metadata': 'dwell_time_ms=1215,action=close'}"
2026-01-15T00:56:50.693266,345,treatment,44,,"{'metadata': 'dwell_time_ms=879,action=rate'}"
2026-01-15T00:56:52.437098,345,treatment,1,,"{'metadata': 'dwell_time_ms=866,action=rate'}"
2026-01-15T00:56:53.944101,345,treatment,4,,"{'metadata': 'dwell_time_ms=695,action=rate'}"
2026-01-15T00:56:55.782341,345,treatment,42,,"{'metadata': 'dwell_time_ms=717,action=rate'}"
2026-01-15T00:56:58.299940,345,treatment,2,,"{'metadata': 'dwell_time_ms=1818,action=subscribe'}"
2026-01-15T00:57:01.132489,345,treatment,22,,"{'metadata': 'dwell_time_ms=1126,action=close'}"
2026-01-15T01:07:25.883288,ádf,treatment,45,,"{'metadata': 'dwell_time_ms=1574,action=rate'}"
2026-01-15T01:07:27.366505,ádf,treatment,2,,"{'metadata': 'dwell_time_ms=696,action=rate'}"
2026-01-15T01:07:28.745848,ádf,treatment,43,,"{'metadata': 'dwell_time_ms=635,action=rate'}"
2026-01-15T01:07:30.150429,ádf,treatment,4,,"{'metadata': 'dwell_time_ms=645,action=rate'}"
2026-01-15T01:07:31.385045,ádf,treatment,47,,"{'metadata': 'dwell_time_ms=546,action=rate'}"
2026-01-15T01:07:32.990722,ádf,treatment,41,,"{'metadata': 'dwell_time_ms=913,action=rate'}"
2026-01-15T01:07:34.161624,ádf,treatment,3,,"{'metadata': 'dwell_time_ms=515,action=rate'}"
2026-01-15T01:28:35.575062,098,control,73,,"{'metadata': 'dwell_time_ms=2438,action=close'}"
2026-01-15T01:34:37.138091,dsf,treatment,44,,"{'metadata': 'dwell_time_ms=1045,action=rate'}"
2026-01-15T01:34:39.111344,dsf,treatment,1,,"{'metadata': 'dwell_time_ms=1183,action=rate'}"
2026-01-15T09:34:37.226997,ádf,treatment,44,,"{'metadata': 'dwell_time_ms=930,action=rate'}"
2026-01-15T09:34:39.041760,ádf,treatment,3,,"{'metadata': 'dwell_time_ms=861,action=rate'}"
2026-01-15T10:51:12.629309,hgasfdg,control,120,,"{'metadata': 'dwell_time_ms=856,action=rate'}"
2026-01-15T10:51:14.795252,hgasfdg,control,42,,"{'metadata': 'dwell_time_ms=1008,action=rate'}"
2026-01-15T10:51:16.803795,hgasfdg,control,48,,"{'metadata': 'dwell_time_ms=818,action=rate'}"
2026-01-15T10:51:18.859253,hgasfdg,control,3,,"{'metadata': 'dwell_time_ms=722,action=rate'}"
2026-01-15T10:51:22.597461,hgasfdg,control,35,,"{'metadata': 'dwell_time_ms=725,action=rate'}"
